Date,Value,Score,Anomaly
5/7/2018 2:00:00 PM,15,-2.91606375018474,0
5/7/2018 3:00:00 PM,10,-2.94367743278412,0
5/7/2018 4:00:00 PM,34,-2.95361363988307,0
5/7/2018 5:00:00 PM,29,-2.94331350581053,0
5/7/2018 6:00:00 PM,17,-2.97589930429922,0
5/7/2018 7:00:00 PM,10,-3.01472707128092,0
5/7/2018 8:00:00 PM,14,-3.04138582804483,0
5/7/2018 9:00:00 PM,8,-3.05554537959641,0
5/7/2018 10:00:00 PM,7,-3.07722313225776,0
5/7/2018 11:00:00 PM,7,-3.07011012762756,0
5/8/2018 12:00:00 AM,4,-3.03803867354765,0
5/8/2018 1:00:00 AM,2525,-2.91025390367165,0
5/8/2018 2:00:00 AM,8,-2.82421656813146,0
5/8/2018 3:00:00 AM,12,-2.77940373913302,0
5/8/2018 4:00:00 AM,10,-2.76994287641016,0
5/8/2018 5:00:00 AM,33,-2.88637817426396,0
5/8/2018 6:00:00 AM,10,-2.86091809316226,0
5/8/2018 7:00:00 AM,12,-2.79226247480332,0
5/8/2018 8:00:00 AM,13,-2.75292692206264,0
5/8/2018 9:00:00 AM,9,-2.72695019063533,0
5/8/2018 10:00:00 AM,24,-2.7684118708026,0
5/8/2018 11:00:00 AM,16,-2.7419781854551,0
5/8/2018 12:00:00 PM,28,-2.7797906483509,0
5/8/2018 1:00:00 PM,8,-2.79866579870152,0
5/8/2018 2:00:00 PM,21,-2.85461612467525,0
5/8/2018 3:00:00 PM,20,-2.83041256671926,0
5/8/2018 4:00:00 PM,19,-2.8176475585071,0
5/8/2018 5:00:00 PM,19,-2.79964185534905,0
5/8/2018 6:00:00 PM,7,-2.82056589962307,0
5/8/2018 7:00:00 PM,4,-2.8571352831432,0
5/8/2018 8:00:00 PM,1,-2.73864661382481,0
5/8/2018 9:00:00 PM,7,-2.75597326724617,0
5/8/2018 10:00:00 PM,2,-2.62248544290154,0
5/8/2018 11:00:00 PM,10,-2.67605815073999,0
5/9/2018 12:00:00 AM,2,-2.59166801919666,0
5/9/2018 1:00:00 AM,2530,-2.31623513530097,0
5/9/2018 2:00:00 AM,6,-2.44221386364351,0
5/9/2018 3:00:00 AM,6,-2.45662712959606,0
5/9/2018 4:00:00 AM,5,-2.54036574041784,0
5/9/2018 5:00:00 AM,11,-2.81534347279942,0
5/9/2018 6:00:00 AM,14,-2.82285685357585,0
5/9/2018 7:00:00 AM,20,-2.82522259969012,0
5/9/2018 8:00:00 AM,19,-2.83768266024414,0
5/9/2018 9:00:00 AM,18,-2.84982201110057,0
5/9/2018 10:00:00 AM,7,-2.83166910153139,0
5/9/2018 11:00:00 AM,12,-2.78068365257843,0
5/9/2018 12:00:00 PM,19,-2.80061888515658,0
5/9/2018 1:00:00 PM,9,-2.79608931834874,0
5/9/2018 2:00:00 PM,7,-2.77893544095498,0
5/9/2018 3:00:00 PM,16,-2.7652094845832,0
5/9/2018 4:00:00 PM,16,-2.77824249816678,0
5/9/2018 5:00:00 PM,5,-2.78855324340359,0
5/9/2018 6:00:00 PM,10,-2.79581305956926,0
5/9/2018 7:00:00 PM,5,-2.76893527269313,0
5/9/2018 8:00:00 PM,6,-2.76514279704921,0
5/9/2018 9:00:00 PM,15,-2.77665625386332,0
5/9/2018 10:00:00 PM,6,-2.76736705752185,0
5/9/2018 11:00:00 PM,5,-2.75721220607015,0
5/10/2018 12:00:00 AM,7,-2.67581963543771,0
5/10/2018 1:00:00 AM,2540,-2.56863254190063,0
5/10/2018 3:00:00 AM,1,-2.45963052233743,0
5/10/2018 4:00:00 AM,6,-2.43582456171412,0
5/10/2018 5:00:00 AM,7,-2.42615223714396,0
5/10/2018 6:00:00 AM,13,-2.58949473693881,0
5/10/2018 7:00:00 AM,17,-2.56821863476294,0
5/10/2018 8:00:00 AM,212,-2.41049212983408,0
5/10/2018 9:00:00 AM,22,-2.42729990811931,0
5/10/2018 10:00:00 AM,13,-2.39864517137542,0
5/10/2018 11:00:00 AM,4,-2.44360584488141,0
5/10/2018 12:00:00 PM,12,-2.52680117406263,0
5/10/2018 1:00:00 PM,11,-2.50734593293448,0
5/10/2018 2:00:00 PM,2,-2.37075675903654,0
5/10/2018 3:00:00 PM,6,-2.33895881477845,0
5/10/2018 4:00:00 PM,13,-2.33533712851219,0
5/10/2018 5:00:00 PM,9,-2.25247613442766,0
5/10/2018 6:00:00 PM,5,-2.27240299853859,0
5/10/2018 7:00:00 PM,3,-2.22474707281168,0
5/10/2018 9:00:00 PM,12,-2.24006298237439,0
5/10/2018 10:00:00 PM,7,-2.19716344779179,0
5/10/2018 11:00:00 PM,7,-2.18286681345514,0
5/11/2018 12:00:00 AM,2,-2.01606800114762,0
5/11/2018 1:00:00 AM,2540,-1.89803148519041,0
5/11/2018 2:00:00 AM,2,-1.75662526516898,0
5/11/2018 3:00:00 AM,2,-1.55564021503124,0
5/11/2018 4:00:00 AM,3,-1.58171579522772,0
5/11/2018 5:00:00 AM,8,-1.60716616528426,0
5/11/2018 6:00:00 AM,9,-1.66823542585487,0
5/11/2018 7:00:00 AM,22,-2.01000976892183,0
5/11/2018 8:00:00 AM,18,-2.09690977102408,0
5/11/2018 9:00:00 AM,24,-2.10522971989694,0
5/11/2018 10:00:00 AM,29,-2.04329877296166,0
5/11/2018 11:00:00 AM,11,-2.06201429806724,0
5/11/2018 12:00:00 PM,9,-2.04934215896286,0
5/11/2018 1:00:00 PM,24,-2.05941423652963,0
5/11/2018 2:00:00 PM,31,-2.21969926187516,0
5/11/2018 3:00:00 PM,31,-2.13104953902201,0
5/11/2018 4:00:00 PM,21,-2.14963168923851,0
5/11/2018 5:00:00 PM,22,-2.08577521873104,0
5/11/2018 6:00:00 PM,32,-2.02571089534936,0
5/11/2018 7:00:00 PM,12,-2.07282723069037,0
5/11/2018 8:00:00 PM,13,-2.16825052533155,0
5/11/2018 9:00:00 PM,17,-2.1140604460191,0
5/11/2018 10:00:00 PM,1,-1.92656101541442,0
5/11/2018 11:00:00 PM,4,-1.8010322858673,0
5/12/2018 12:00:00 AM,5,-1.58321494756122,0
5/12/2018 1:00:00 AM,2552,-1.19196725716542,0
5/12/2018 3:00:00 AM,4,-1.08382808027898,0
5/12/2018 4:00:00 AM,14,-1.10373082328872,0
5/12/2018 5:00:00 AM,18,-1.12953300228999,0
5/12/2018 6:00:00 AM,9,-1.04190471768569,0
5/12/2018 7:00:00 AM,11,-1.26664375539887,0
5/12/2018 8:00:00 AM,10,-1.53686106940887,0
5/12/2018 9:00:00 AM,17,-1.63009797684358,0
5/12/2018 10:00:00 AM,8,-1.73829015684974,0
5/12/2018 11:00:00 AM,10,-1.72887526470559,0
5/12/2018 12:00:00 PM,12,-1.74288904884803,0
5/12/2018 1:00:00 PM,13,-1.69601453992459,0
5/12/2018 2:00:00 PM,9,-1.78377850125885,0
5/12/2018 3:00:00 PM,6,-1.86318605888794,0
5/12/2018 4:00:00 PM,6,-1.7732161670753,0
5/12/2018 5:00:00 PM,17,-1.83214808553489,0
